"gencode_id","ensembl_id","gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","z.std"
"ENSG00000165949.12","ENSG00000165949","IFI27",5.31861776554213,7.19942120626714,11.0240302473599,2.36519193507577e-18,4.57120645292094e-14,8.73835979815549
"ENSG00000227081.5","ENSG00000227081","ENSG00000227081",-0.832745457844784,1.13596371804895,-10.4557869774105,3.76307623356546e-17,3.63644871830598e-13,-8.42005499440658
"ENSG00000169385.3","ENSG00000169385","RNASE2",2.2437637116891,6.04787779774312,9.89135877318996,5.46466278206023e-16,3.52051791962927e-12,8.1006938149649
"ENSG00000243199.1","ENSG00000243199","ENSG00000243199",-0.964050434864911,0.785424504309668,-9.47949222645967,4.02228261972579e-15,1.94346640478601e-11,-7.85423227582652
"ENSG00000234664.1","ENSG00000234664","HMGN2P5",0.951131237770083,2.59233478421838,8.72957872865774,1.43707849142591e-13,4.80641955511438e-10,7.39285621946961
"ENSG00000088827.13","ENSG00000088827","SIGLEC1",3.35451743718966,8.32054580220663,8.70316126591942,1.49213625139371e-13,4.80641955511438e-10,7.38785741352596
"ENSG00000198848.13","ENSG00000198848","CES1",1.71599726376576,5.13723178998986,8.57656949969061,2.92115052207711e-13,8.06529659145489e-10,7.2979823007205
"ENSG00000183060.16","ENSG00000183060","LYSMD4",-0.458796148161425,3.25351933383821,-8.53580222295436,3.34596432188128e-13,8.08343155612495e-10,-7.2796866528757
"ENSG00000274211.6","ENSG00000274211","SOCS7",-0.444710098148174,4.40970360126757,-8.49898055216778,4.2137913864127e-13,9.04888290279981e-10,-7.24851070335378
"ENSG00000197903.8","ENSG00000197903","H2BC12",1.30876389363044,4.14124445543885,8.39440134216301,7.01216334125185e-13,1.35524080896374e-09,7.17919780292586
"ENSG00000116251.11","ENSG00000116251","RPL22",-0.569480357447644,4.80719752703402,-8.26794759256424,1.18764170959093e-12,2.08668648375126e-09,-7.10680019735329
"ENSG00000125971.17","ENSG00000125971","DYNLRB1",0.563074513238776,3.44716988353015,8.21663415757866,1.53521040004014e-12,2.47258428346465e-09,7.07127095374944
"ENSG00000142089.17","ENSG00000142089","IFITM3",2.1950839178463,8.63365419002916,8.20870151176112,1.67712037587333e-12,2.49336196188491e-09,7.05899422845394
"ENSG00000213015.9","ENSG00000213015","ZNF580",-0.731088080372766,0.933023216989326,-8.18219425690922,1.92550116361166e-12,2.6581543563659e-09,-7.03977528058609
"ENSG00000263266.2","ENSG00000263266","RPS7P1",-0.874665769759275,0.665427467303571,-8.01270183157305,2.13432114741322e-12,2.75000165440369e-09,-7.02541421361453
"ENSG00000133316.16","ENSG00000133316","WDR74",-0.652612492716131,4.87757617959942,-8.11982029775043,2.45243647295609e-12,2.9623899820514e-09,-7.00599101879789
"ENSG00000165185.15","ENSG00000165185","KIAA1958",1.36906638929862,5.41660913230459,8.0754119865145,3.12576542764478e-12,3.55362755412298e-09,6.97195050103809
"ENSG00000178464.6","ENSG00000178464","RPL10P16",-0.657198441783187,4.21739467934002,-8.01289219365238,4.28181358006131e-12,4.59747839232472e-09,-6.92755326192878
"ENSG00000165795.24","ENSG00000165795","NDRG2",-0.793374250979045,2.68536090737828,-7.95149015900756,5.52815168513249e-12,5.62329408518713e-09,-6.8913084680603
"ENSG00000137959.17","ENSG00000137959","IFI44L",2.95099579043071,8.4772367917236,7.90394533046475,6.63307106097937e-12,5.93277561241229e-09,6.86534508683727
"ENSG00000156599.11","ENSG00000156599","ZDHHC5",0.379213144062593,6.37241329446969,7.90731620088863,6.67544493153053e-12,5.93277561241229e-09,6.86443602147312
"ENSG00000113368.12","ENSG00000113368","LMNB1",1.24552944599034,6.17139035948346,7.90144188174261,7.00961555529758e-12,5.93277561241229e-09,6.85745895386174
"ENSG00000174776.12","ENSG00000174776","WDR49",-1.27654780250225,2.15327500513238,-7.89292951367639,7.06027004115914e-12,5.93277561241229e-09,-6.85642990037256
"ENSG00000216866.5","ENSG00000216866","RPS2P55",-0.782374335235394,-0.410917552850543,-7.86591327673863,8.13901600235995e-12,6.55428176156711e-09,-6.83607884540391
"ENSG00000117419.16","ENSG00000117419","ERI3",-0.471761063346832,4.96119505919174,-7.83892031615989,9.39974130363443e-12,7.2667520070137e-09,-6.81540677485903
"ENSG00000135636.15","ENSG00000135636","DYSF",1.54373212863671,8.2679046354304,7.7879810912103,1.19982312030899e-11,8.91883901777382e-09,6.78023289142668
"ENSG00000056558.11","ENSG00000056558","TRAF1",-0.788240475785263,5.9657837870095,-7.7529719230475,1.42821562703101e-11,1.02233790457882e-08,-6.75501390048888
"ENSG00000149256.16","ENSG00000149256","TENM4",-1.52348398159203,-2.2830967998009,-7.67784083834788,1.94559974853583e-11,1.34295022642685e-08,-6.71004832143965
"ENSG00000157601.15","ENSG00000157601","MX1",2.26786487524461,8.74010255200558,7.65921310245762,2.09619463094983e-11,1.39700529766784e-08,6.69916105788232
"ENSG00000160226.16","ENSG00000160226","CFAP410",-0.522426915292054,4.81929886402232,-7.64697489602134,2.29078858566466e-11,1.43920912312228e-08,-6.68617513544107
"ENSG00000171860.5","ENSG00000171860","C3AR1",1.73244826260146,6.38016499384424,7.65135866464603,2.30845360463553e-11,1.43920912312228e-08,6.68505028729652
"ENSG00000126709.16","ENSG00000126709","IFI6",2.58308481723422,7.88284316804597,7.61065016294358,2.69656864497441e-11,1.62864319379439e-08,6.66225540866201
"ENSG00000115073.8","ENSG00000115073","ACTR1B",-0.276787235884364,5.95532017631105,-7.62169208460991,2.92741341273533e-11,1.71448845539199e-08,-6.6501767072982
