"gencode_id","ensembl_id","gene_id","WHO_temp_severity.L","WHO_temp_severity.Q","WHO_temp_severity.C","AveExpr","F","P.Value","adj.P.Val","F.std"
"ENSG00000093010.15","ENSG00000093010","COMT",0.0202446289625403,-0.127592121092345,0.0606776383310981,5.93606865413183,1.60620850101214,0.194695762146462,0.404672973374585,1.56842160350639
"ENSG00000169738.8","ENSG00000169738","DCXR",-0.0170600029854901,-0.162501122528876,-0.0804971230844929,4.3031723813225,1.60614450597573,0.19471073970159,0.404672973374585,1.56836095260134
"ENSG00000126952.18","ENSG00000126952","NXF5",-0.543996866375602,0.239932390035155,0.0535562533101043,-2.35737537071646,1.60602878036496,0.194737827220157,0.404688630600298,1.56825127400277
"ENSG00000162430.18","ENSG00000162430","SELENON",-0.0737809573619284,0.0624483883989914,0.114584517233942,3.89907075671723,1.60574202013475,0.194804963870821,0.40470551307863,1.56797949587543
"ENSG00000211696.2","ENSG00000211696","TRGV8",-0.683803879740241,-0.0751684079285052,-0.161939797803047,-0.323301566461315,1.60572747007619,0.194808370941213,0.40470551307863,1.56796570592528
"ENSG00000211716.2","ENSG00000211716","TRBV9",-0.643604318099747,-0.139878869991888,-0.010248609101092,-0.0113639628962716,1.60570706969493,0.194813148031176,0.40470551307863,1.56794637126639
"ENSG00000037757.14","ENSG00000037757","MRI1",-0.207676360472563,-0.0460703124784389,-0.0391855470466073,4.81797532102447,1.60556362447479,0.194846741305422,0.40470551307863,1.56781041926596
"ENSG00000129317.15","ENSG00000129317","PUS7L",-0.0795877765897593,0.110249462331133,0.00642245823210425,4.70961589159075,1.60554124657637,0.194851982462373,0.40470551307863,1.56778921026923
"ENSG00000211789.2","ENSG00000211789","TRAV12-2",-0.721449404929814,-0.3175929370675,0.0300839405708309,0.560285911185941,1.60538789990128,0.194887901635395,0.40470551307863,1.56764387314073
"ENSG00000277481.2","ENSG00000277481","PKD1L3",0.987930874553557,0.566932965683696,0.0744281557360341,-2.68788606162872,1.60533074409809,0.194901291158889,0.40470551307863,1.5675897024714
"ENSG00000167393.18","ENSG00000167393","PPP2R3B",0.159818547246513,-0.00415413294818254,-0.129025207300062,3.72426070337738,1.60532605665544,0.19490238929526,0.40470551307863,1.56758525983956
"ENSG00000174749.6","ENSG00000174749","FAM241A",0.0150516192165668,-0.152843384200974,0.0614799714918679,4.56887551358986,1.60505751624273,0.194965310716837,0.404769959259251,1.56733074321134
"ENSG00000260145.1","ENSG00000260145","ENSG00000260145",0.945789777421612,0.264736404836502,0.0528925916052667,-1.9901361998189,1.60502666051712,0.194972541740214,0.404769959259251,1.56730149868233
"ENSG00000205853.12","ENSG00000205853","RFPL3S",-0.321500400467123,0.254182926721452,0.0162194503940519,1.4256788490107,1.60479654440434,0.195026477464879,0.404841321726492,1.56708339753382
"ENSG00000139880.20","ENSG00000139880","CDH24",-0.438484738815186,-0.263098992931056,-0.0590423754563962,0.745543847149318,1.60455721756359,0.195082587261244,0.404866569934535,1.56685656464206
"ENSG00000196517.13","ENSG00000196517","SLC6A9",0.935216826762954,0.0970172393383096,-0.0457497273692178,0.351084406860734,1.60450198782553,0.195095537989098,0.404866569934535,1.56680421786771
"ENSG00000162636.16","ENSG00000162636","FAM102B",-0.0624339400273746,0.0582802634344757,0.1117086349923,5.62471751824612,1.60449435406951,0.19509732808065,0.404866569934535,1.56679698258154
"ENSG00000273734.1","ENSG00000273734","ENSG00000273734",0.304980907182386,-0.00513004992098505,0.10032583577344,5.98652378744592,1.6042997837923,0.195142959523565,0.404920662753128,1.56661256788528
"ENSG00000070785.17","ENSG00000070785","EIF2B3",-0.216053165294279,-0.150552477441203,-0.11184844129384,4.21626355651447,1.60396377755659,0.195221785284161,0.405043615863759,1.56629409640471
"ENSG00000182518.13","ENSG00000182518","FAM104B",-0.177679281317605,-0.208156556544359,0.0994703999171447,1.7818868070758,1.60372273624429,0.195278351496153,0.405120365132757,1.5660656316354
"ENSG00000196584.3","ENSG00000196584","XRCC2",0.473383765230964,0.153721039342442,-0.129326914406999,1.00375732003589,1.60352045069232,0.195325834884941,0.405178257870978,1.56587389896862
