"sum_sq","mean_sq","num_df","den_df","f_value","p_value","feature","term","adjusted_p_value"
8.20813143793812,2.73604381264604,3,88.070904120283,5.1503854742893,0.00250586159843613,"seq.10000.28","WHO_temp_severity",0.0101866580419301
0.392370484913277,0.392370484913277,1,10.705879896463,0.738606317887435,0.408939367915931,"seq.10000.28","sex",0.675332577401075
0.317915704641144,0.105971901547048,3,10.4949895683722,0.199483699744885,0.894469714586814,"seq.10000.28","ethnicity",0.977038192594556
0.872598425060016,0.872598425060016,1,10.2804803246085,1.64259732704004,0.228120308100517,"seq.10000.28","calc_age",0.884893565624433
4.86002870939952,1.62000956979984,3,73.1456144590925,3.57479429008029,0.0179415896401647,"seq.10001.7","WHO_temp_severity",0.0496358842165809
1.07281863542304,1.07281863542304,1,11.8176713517212,2.36733535634352,0.150233406367101,"seq.10001.7","sex",0.534141499509
0.692729546468169,0.230909848822723,3,11.2887500151206,0.509537242546513,0.68361230012288,"seq.10001.7","ethnicity",0.96885052227603
0.0470752824809591,0.0470752824809591,1,10.9826700749862,0.10387867711031,0.753275818479068,"seq.10001.7","calc_age",0.994735025280661
0.978666530518181,0.326222176839394,3,89.4048226251145,0.88367557676387,0.452777505209256,"seq.10003.15","WHO_temp_severity",0.560169025583563
0.195074361721868,0.195074361721868,1,10.8195391928528,0.528420387530191,0.482703753338052,"seq.10003.15","sex",0.719785634606642
1.10971741530774,0.36990580510258,3,10.7346972876057,1.00200645106128,0.429036702200155,"seq.10003.15","ethnicity",0.965538573009497
0.987349541150264,0.987349541150264,1,10.5956465732054,2.67454740108932,0.131291201882484,"seq.10003.15","calc_age",0.825035430864434
1.83534338088129,0.611781126960429,3,80.726837991658,2.00322400615096,0.120076186441456,"seq.10006.25","WHO_temp_severity",0.217523944993359
4.69385437158352,4.69385437158352,1,10.9440228630195,15.3696172440784,0.00241418516858795,"seq.10006.25","sex",0.521263947567265
0.96212364764363,0.320707882547877,3,10.5812923807145,1.05013002358163,0.410455011665486,"seq.10006.25","ethnicity",0.965538573009497
0.390949954078004,0.390949954078004,1,10.3172247826688,1.28013156781041,0.28348769893028,"seq.10006.25","calc_age",0.918826474216629
2.32536376611598,0.775121255371994,3,78.9642795061979,1.65411742447339,0.18367465817056,"seq.10008.43","WHO_temp_severity",0.297428880598267
0.000380217627282012,0.000380217627282012,1,9.27186638490788,0.000811388667283125,0.977879147477679,"seq.10008.43","sex",0.991253827259208
3.30375190442899,1.10125063480966,3,8.96251989400133,2.35008116617423,0.140759743275738,"seq.10008.43","ethnicity",0.897894078908426
1.33263348805728,1.33263348805728,1,8.73598772017275,2.84385476176163,0.127020429918557,"seq.10008.43","calc_age",0.819830798509682
2.30377384972554,0.767924616575181,3,70.6567780640378,2.03875211958421,0.116230452202188,"seq.10010.10","WHO_temp_severity",0.212665800777215
0.15462735000295,0.15462735000295,1,8.9851925349946,0.410517947673241,0.537702610480213,"seq.10010.10","sex",0.753809260459854
1.34235726042985,0.447452420143283,3,8.59804275568221,1.1879350528554,0.370242294603367,"seq.10010.10","ethnicity",0.964381332491363
0.00941732450288016,0.00941732450288016,1,8.36250016385739,0.0250019206008609,0.878114157020626,"seq.10010.10","calc_age",0.995912101312709
4.14406575548921,1.38135525182974,3,84.5258229745284,2.17228807260549,0.0972691504539822,"seq.10011.65","WHO_temp_severity",0.186259365303446
0.20908632862362,0.20908632862362,1,11.4844887362298,0.32880443840376,0.577419946842136,"seq.10011.65","sex",0.779075738937209
0.220488522884979,0.0734961742949931,3,11.1662943373548,0.115578423864295,0.949140967736747,"seq.10011.65","ethnicity",0.987438948930168
0.385348134093449,0.385348134093449,1,10.905679414787,0.605989773002403,0.452861046720037,"seq.10011.65","calc_age",0.974586820434854
7.48079780079294,2.49359926693098,3,82.8593042977882,6.48832237484384,0.000535183007295621,"seq.10012.5","WHO_temp_severity",0.00301535017340101
0.606086713878947,0.606086713878947,1,11.4675629940871,1.57703205920344,0.234172472646958,"seq.10012.5","sex",0.567216026083631
1.50020524027642,0.500068413425472,3,11.1181024609157,1.30117341579687,0.322461338424956,"seq.10012.5","ethnicity",0.963656386689127
0.824797050462298,0.824797050462298,1,10.8494762024358,2.14611434491084,0.171299922690224,"seq.10012.5","calc_age",0.851793571618969
8.56922421536019,2.85640807178673,3,89.2761420825792,5.17835837322097,0.00240712113096056,"seq.10014.31","WHO_temp_severity",0.00988070254751103
0.840657289550165,0.840657289550165,1,10.6468131396887,1.52402058982712,0.243565187956352,"seq.10014.31","sex",0.573280871522752
2.14276275637299,0.71425425212433,3,10.4790576096248,1.29486557737639,0.327061572683139,"seq.10014.31","ethnicity",0.963656386689127
0.0983989220798192,0.0983989220798192,1,10.2851900842654,0.178386585271488,0.681457055647088,"seq.10014.31","calc_age",0.992473161935317
5.02583689802073,1.67527896600691,3,59.2343008209316,2.97898558991513,0.0385563365705642,"seq.10015.119","WHO_temp_severity",0.0905736134882819
2.04269155884282,2.04269155884282,1,11.3776806673549,3.63231965655143,0.0822357171248874,"seq.10015.119","sex",0.521263947567265
1.55619082706517,0.518730275688388,3,10.6743404253198,0.922407579683084,0.462899270350177,"seq.10015.119","ethnicity",0.965538573009497
2.27536607683848,2.27536607683848,1,10.3656409482104,4.04606211396533,0.0709974736755258,"seq.10015.119","calc_age",0.746310160770418
1.96891602063558,0.65630534021186,3,89.8361142843711,2.44677337878921,0.0689408512847443,"seq.10022.207","WHO_temp_severity",0.142690612721998
1.71940509665822,1.71940509665822,1,10.7566962137406,6.41011791325632,0.028308448533457,"seq.10022.207","sex",0.521263947567265
2.6475574872083,0.882519162402768,3,10.6328454132429,3.29012162561621,0.0634847244214481,"seq.10022.207","ethnicity",0.86454934374976
0.0297883776882419,0.0297883776882419,1,10.4639857595731,0.111054116215755,0.745528624307353,"seq.10022.207","calc_age",0.994735025280661
0.737342011331371,0.24578067044379,3,51.2513961199852,0.635283870173287,0.595692563279433,"seq.10023.32","WHO_temp_severity",0.680469258148169
2.80904450237552,2.80904450237552,1,11.1539560675346,7.26070386143826,0.02063180537662,"seq.10023.32","sex",0.521263947567265
7.84016622217811,2.61338874072604,3,10.3549567536297,6.75498081471555,0.00848487919952488,"seq.10023.32","ethnicity",0.744530993024025
1.5260180944954,1.5260180944954,1,10.0523633084053,3.94438943988157,0.0749640186273618,"seq.10023.32","calc_age",0.746310160770418
14.603305343955,4.86776844798499,3,46.649874377889,7.62934918264162,0.000298716938228042,"seq.10024.44","WHO_temp_severity",0.00191471234961066
0.0419099075003862,0.0419099075003862,1,10.7998156414123,0.0656862219206453,0.80254074599125,"seq.10024.44","sex",0.911720539930433
2.12696660639754,0.708988868799181,3,9.96925965197448,1.1112121918852,0.389941038667205,"seq.10024.44","ethnicity",0.965538573009497
11.2227295881652,11.2227295881652,1,9.67769745544662,17.589604708071,0.0019835601374806,"seq.10024.44","calc_age",0.472689292504012
3.49112037323354,1.16370679107785,3,67.0595248666925,2.84412385832005,0.0441772799300197,"seq.10025.1","WHO_temp_severity",0.10073811234436
1.98352443873346,1.98352443873346,1,10.6044565412486,4.8477754216228,0.0508074091781643,"seq.10025.1","sex",0.521263947567265
1.70989177664542,0.569963925548472,3,10.0688890732214,1.39300381458866,0.300931181233832,"seq.10025.1","ethnicity",0.959261358942155
0.0242621100208561,0.0242621100208561,1,9.78540624071593,0.0592971068765439,0.812639179711183,"seq.10025.1","calc_age",0.994735025280661
0.908365175013906,0.302788391671302,3,89.8173789203748,1.0641706111164,0.368424587259583,"seq.10030.8","WHO_temp_severity",0.485338072215921
0.20440920517885,0.20440920517885,1,10.9644954244448,0.718410199256031,0.414784922550546,"seq.10030.8","sex",0.679114165369958
0.352157223213576,0.117385741071192,3,10.8571884287701,0.412560254118623,0.747351958617166,"seq.10030.8","ethnicity",0.969401072849058
0.041826427043391,0.041826427043391,1,10.6987831767526,0.147001852289965,0.708926121751858,"seq.10030.8","calc_age",0.994143546906925
4.26096423171149,1.42032141057049,3,84.9536651496044,3.38285503928293,0.0218643801678791,"seq.10035.6","WHO_temp_severity",0.0579210071040779
4.8183145518941,4.8183145518941,1,10.7036427759856,11.4760360165085,0.00629093764160705,"seq.10035.6","sex",0.521263947567265
4.28270514651362,1.42756838217121,3,10.4236063912422,3.40011553695378,0.0596003827488668,"seq.10035.6","ethnicity",0.86454934374976
0.0858754207175723,0.0858754207175723,1,10.1843880759844,0.204534056561392,0.660565982797404,"seq.10035.6","calc_age",0.992473161935317
9.62722599228102,3.20907533076034,3,85.9203444246096,8.88315833238063,3.42514740569676e-05,"seq.10036.201","WHO_temp_severity",0.000340165531100748
0.0625821718335675,0.0625821718335675,1,10.7399628891346,0.173235989773451,0.685447616373282,"seq.10036.201","sex",0.845424317298562
0.0928652812432994,0.0309550937477665,3,10.4776035145789,0.0856879227231924,0.966363468170052,"seq.10036.201","ethnicity",0.992398335104703
0.469906764078499,0.469906764078499,1,10.2435437372145,1.30076603274281,0.28003721752523,"seq.10036.201","calc_age",0.91792361273401
5.84780569171976,1.94926856390659,3,88.9098223133487,7.12482717922003,0.000241566261298478,"seq.10037.98","WHO_temp_severity",0.00161044174198985
0.165146163752219,0.165146163752219,1,11.071272655333,0.603630458025546,0.45347675196894,"seq.10037.98","sex",0.70221165890397
0.281138647453165,0.0937128824843883,3,11.0034161008776,0.342532632255501,0.795178338029783,"seq.10037.98","ethnicity",0.969401072849058
5.06402159883639e-05,5.06402159883639e-05,1,10.8796393977155,0.000185096499228599,0.989391379250439,"seq.10037.98","calc_age",0.999282059697682
0.476576254909061,0.158858751636354,3,73.9419516500726,0.323719103970617,0.808192245035003,"seq.10039.32","WHO_temp_severity",0.847770480158421
1.0611250467414,1.0611250467414,1,11.0635339287216,2.1623388437436,0.169288732382893,"seq.10039.32","sex",0.538747438440502
1.09038604262804,0.363462014209347,3,10.5923773945985,0.740655433554848,0.550447484664574,"seq.10039.32","ethnicity",0.96885052227603
0.0157624522646825,0.0157624522646825,1,10.3072713277526,0.0321204017464717,0.8612378467059,"seq.10039.32","calc_age",0.994735025280661
0.676884068213365,0.225628022737788,3,89.9238750791356,0.897717778648126,0.445647735861082,"seq.10040.63","WHO_temp_severity",0.553713679017373
1.05953336565544,1.05953336565544,1,11.2576326776381,4.21561970839572,0.0640410966098356,"seq.10040.63","sex",0.521263947567265
0.65863989729261,0.21954663243087,3,11.1461180919795,0.873521439331873,0.483740266569835,"seq.10040.63","ethnicity",0.96885052227603
0.329744817985585,0.329744817985585,1,10.9826848484097,1.31197260841471,0.276384140376818,"seq.10040.63","calc_age",0.916867640732015
7.43612789742123,2.47870929914041,3,88.376060135891,8.73620341191216,3.88833726653417e-05,"seq.10041.3","WHO_temp_severity",0.000375855297859912
0.145895058622303,0.145895058622303,1,10.3198717616447,0.514206691909896,0.489235527875745,"seq.10041.3","sex",0.722949531517968
0.63585784963513,0.211952616545043,3,10.1294796827346,0.747026354589727,0.548090969150635,"seq.10041.3","ethnicity",0.96885052227603
0.0131034409846916,0.0131034409846916,1,9.92786139503532,0.0461830380343312,0.834193595484169,"seq.10041.3","calc_age",0.994735025280661
2.50241464837778,0.834138216125925,3,65.5835450827463,1.11688083245361,0.348686199382332,"seq.10042.8","WHO_temp_severity",0.467584382946488
2.14293403708454,2.14293403708454,1,11.7180365306834,2.86931099062704,0.116670833182362,"seq.10042.8","sex",0.521263947567265
4.7228842049888,1.57429473499627,3,11.0807377989759,2.10792357927948,0.156888903119765,"seq.10042.8","ethnicity",0.907531528436882
0.586858392489202,0.586858392489202,1,10.7670940243162,0.785782112921171,0.394746556105714,"seq.10042.8","calc_age",0.959258328517892
8.14898042914552,2.71632680971517,3,87.431380885122,5.41356117290873,0.0018338226462087,"seq.10043.31","WHO_temp_severity",0.00794071528621473
0.728977312769333,0.728977312769333,1,10.5550945917746,1.45283080895307,0.254401250681235,"seq.10043.31","sex",0.583237826134307
0.939409766590421,0.313136588863474,3,10.332346920364,0.624072211497311,0.615029365382045,"seq.10043.31","ethnicity",0.96885052227603
0.201624126065828,0.201624126065828,1,10.1146939672402,0.401831081771074,0.54021489710766,"seq.10043.31","calc_age",0.980064076321423
0.38466485301295,0.128221617670983,3,42.9537170987638,0.26813065036622,0.848001132154755,"seq.10044.12","WHO_temp_severity",0.880219096315473
4.27131072129574,4.27131072129574,1,11.5482856612185,8.93195190031058,0.0117392809771663,"seq.10044.12","sex",0.521263947567265
8.1674257919111,2.72247526397037,3,10.5819574524858,5.6931044576855,0.0141458268825848,"seq.10044.12","ethnicity",0.781799897938276
2.39773745388821,2.39773745388821,1,10.2790928563786,5.01402894922282,0.0483804749794122,"seq.10044.12","calc_age",0.674902965030722
1.53390384710721,0.511301282369069,3,80.7530323484427,1.1931213071211,0.317688285497308,"seq.10045.47","WHO_temp_severity",0.438622918400716
1.13904168858591,1.13904168858591,1,11.0415473768255,2.65795325615882,0.131202078874088,"seq.10045.47","sex",0.523653146193194
1.7033241379223,0.567774712640767,3,10.6747131292401,1.32490203067256,0.317276166393951,"seq.10045.47","ethnicity",0.962799587277484
