"gencode_id","ensembl_id","gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","z.std"
"ENSG00000204420.10","ENSG00000204420","MPIG6B",1.26965755379104,3.78572922357887,5.80893153784569,0.000110257091391143,0.0325448518037305,3.86683473474143
"ENSG00000274925.1","ENSG00000274925","ZKSCAN2-DT",-0.583626983043044,0.968384378698812,-4.88792667306906,0.000118397543943105,0.0343553551238299,-3.84942062118427
"ENSG00000151849.16","ENSG00000151849","CENPJ",-0.457744400846763,3.27402134351039,-5.75219556174434,0.000126257216459586,0.0360253924298018,-3.83364714681372
"ENSG00000180190.13","ENSG00000180190","TDRP",0.908337591204469,0.0755209286723954,5.70321520932629,0.000135258375272238,0.0379610390927985,3.81668188691851
"ENSG00000184113.10","ENSG00000184113","CLDN5",1.19850577399438,1.46888657996113,5.70871657169286,0.00013834476781807,0.0382010068555702,3.81110895863157
"ENSG00000144677.15","ENSG00000144677","CTDSPL",1.26024852098463,3.12996940497239,5.63583269810931,0.000146660479303366,0.0398544032646608,3.79665702187432
"ENSG00000166963.13","ENSG00000166963","MAP1A",0.75693007885122,2.67308873124309,5.62832631682999,0.000150491888424783,0.0400102741141234,3.79025635178715
"ENSG00000167100.15","ENSG00000167100","SAMD14",1.34960078237685,1.30791578337004,5.55150083227864,0.0001534419025103,0.0400102741141234,3.78543181621362
"ENSG00000183340.7","ENSG00000183340","JRKL",-0.615567544615365,2.08144149058134,-5.68507044966853,0.000154245215626877,0.0400102741141234,-3.7841331812159
"ENSG00000140682.19","ENSG00000140682","TGFB1I1",1.32017429352549,0.217976852036773,5.55788857008298,0.000161702123749831,0.0410473550881928,3.77237323810612
"ENSG00000074416.15","ENSG00000074416","MGLL",0.832171752609407,5.08788671956746,5.57548889357017,0.000163038559929738,0.0410473550881928,3.77031969358096
"ENSG00000165702.15","ENSG00000165702","GFI1B",1.04077952474001,2.79653789250392,5.50767276838837,0.00017120379286346,0.0424783903452526,3.75810682477164
"ENSG00000166091.21","ENSG00000166091","CMTM5",1.33112774783264,2.37096763656968,5.53920583349955,0.000180473672749952,0.0435875564195439,3.74488882797202
"ENSG00000164181.14","ENSG00000164181","ELOVL7",1.28081150777478,1.6699237700662,5.4324762110138,0.000180766151038996,0.0435875564195439,3.74448225585362
"ENSG00000259053.1","ENSG00000259053","ENSG00000259053",-0.878206574481449,-0.406086012197539,-4.65081202966585,0.000198775525948925,0.0472644028367445,-3.7205675982573
"ENSG00000278828.1","ENSG00000278828","H3C10",1.57023799519753,2.34118075703983,5.60983088554494,0.000206474102360167,0.0484224196220007,3.71096077123075
"ENSG00000184500.16","ENSG00000184500","PROS1",1.2183201091181,1.60496151380093,5.42797190373575,0.000209633919869667,0.0484990906509284,3.70711481157855
"ENSG00000210082.2","ENSG00000210082","MT-RNR2",0.586110715936551,12.3533567392437,5.39117426739199,0.00021963669636046,0.0494095262038059,3.69528913895783
"ENSG00000270647.6","ENSG00000270647","TAF15",-0.236122657032931,7.25879289800872,-5.37974105553877,0.000222147690872234,0.0494095262038059,-3.69240001177407
"ENSG00000088726.16","ENSG00000088726","TMEM40",1.15499494772229,2.18351086891967,5.3557061610097,0.000224205765749145,0.0494095262038059,3.69005478044383
"ENSG00000250641.1","ENSG00000250641","LY6G6F-LY6G6D",0.948091181251893,2.66504782119552,5.33792455155595,0.000226078948287528,0.0494095262038059,3.68793773957145
"ENSG00000088826.18","ENSG00000088826","SMOX",1.23673881483792,3.80967743496602,5.32254243336062,0.000227999566010553,0.0494095262038059,3.68578411503484
"ENSG00000028839.10","ENSG00000028839","TBPL1",0.232556282753024,4.28554771920711,5.35849686072797,0.000231680112874956,0.0494459165836455,3.68170420790959
"ENSG00000151023.17","ENSG00000151023","ENKUR",0.948093482505932,0.896112283030752,5.33350430689064,0.000233943881032435,0.0494459165836455,3.67922491523885
"ENSG00000111644.8","ENSG00000111644","ACRBP",0.856909560349471,4.29656059893377,5.3644119845998,0.000241754697047811,0.0502594114484858,3.67083994735036
"ENSG00000176444.19","ENSG00000176444","CLK2",-0.156176066413079,5.97011667418087,-5.32403483660583,0.000243664202700019,0.0502594114484858,-3.668828769653
"ENSG00000187699.10","ENSG00000187699","C2orf88",1.14797215230635,3.87294622982272,5.23847704923977,0.000272841713254912,0.0551978568453078,3.63980771113738
"ENSG00000148498.16","ENSG00000148498","PARD3",0.949953332637379,0.832834183993015,5.20294139751309,0.000274054779897848,0.0551978568453078,3.63866522351565
"ENSG00000256235.3","ENSG00000256235","SMIM3",0.815762388623867,4.37413628556266,5.19879561301875,0.000288247254369437,0.0573813138930787,3.62563948737171
"ENSG00000226752.9","ENSG00000226752","CUTALP",-0.233210055266469,4.56032241233781,-5.15781172639495,0.000314301080454186,0.0609505913567251,-3.60321852043984
"ENSG00000248980.1","ENSG00000248980","SPCS3-AS1",-0.447412441805475,2.18367835629074,-5.16778277640223,0.000316510842408454,0.0609505913567251,-3.60139780183677
